"","MascFeel","MascLook","MascOrigin","Pressure","Rom.Lead","HealthWorry","FinWorry","AppWorry","SexWorry","Employ","Education","Income","Children","Marital","Orientation","Race","Age"
"1329","m.feel_high","m.app_high","o_family","press_yes","r.lead_no","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"1330","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1331","m.feel_low","m.app_no","o_family","press_yes","r.lead_no","h.worry_phys","f.worry_both","a.worry_style","s.worry_perf","emp_ft","ed_p.ugrad","inc_low","child_yes","m_mar","so_straight","race_black","a.35-64"
"1332","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1333","m.feel_med","m.app_med","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1334","m.feel_high","m.app_high","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_providing","a.worry_nr","s.worry_nr","emp_u.ret","ed_hs","inc_low","child_yes","m_mar","so_straight","race_White","a.35-64"
"1335","m.feel_high","m.app_med","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_providing","a.worry_nr","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"1336","m.feel_med","m.app_low","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_both","a.worry_phys","s.worry_nr","emp_u.stud","ed_ugrad","inc_nr","child_no","m_nev","so_gay","race_hisp","a.18-34"
"1337","m.feel_high","m.app_med","o_society","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_pgrad","inc_low","child_no","m_nev","so_straight","race_White","a.35-64"
"1338","m.feel_high","m.app_med","o_both","press_no","r.lead_yes","h.worry_ment","f.worry_providing","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1339","m.feel_high","m.app_no","o_both","press_yes","r.lead_no","h.worry_both","f.worry_both","a.worry_phys","s.worry_perf","emp_u.nolook","ed_hs","inc_low","child_yes","m_nev","so_straight","race_White","a.35-64"
"1340","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_both","f.worry_personal","a.worry_phys","s.worry_both","emp_pt","ed_hs","inc_low","child_no","m_nev","so_gay","race_White","a.35-64"
"1341","m.feel_high","m.app_med","o_both","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_p.ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1342","m.feel_no","m.app_no","o_family","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_perf","emp_u.nolook","ed_pgrad","inc_mid","child_yes","m_div","so_bi","race_White","a.65+"
"1343","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_phys","s.worry_perf","emp_ft","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.35-64"
"1344","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_both","a.worry_phys","s.worry_nr","emp_u.look","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1345","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_perf","emp_ft","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"1346","m.feel_high","m.app_med","o_family","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"1347","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_gen","emp_ft","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.65+"
"1348","m.feel_high","m.app_high","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_both","s.worry_both","emp_ft","ed_pgrad","inc_mid","child_yes","m_nev","so_gay","race_White","a.35-64"
"1349","m.feel_med","m.app_med","o_both","press_yes","r.lead_no","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_p.ugrad","inc_low","child_no","m_mar","so_straight","race_White","a.35-64"
"1350","m.feel_med","m.app_no","o_society","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_gen","emp_ft","ed_pgrad","inc_mid","child_yes","m_div","so_straight","race_White","a.65+"
"1351","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_ment","f.worry_nr","a.worry_phys","s.worry_perf","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_bi","race_White","a.35-64"
"1352","m.feel_high","m.app_low","o_family","press_yes","r.lead_no","h.worry_phys","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.35-64"
"1353","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_ment","f.worry_nr","a.worry_style","s.worry_nr","emp_u.look","ed_p.ugrad","inc_mid","child_no","m_nev","so_straight","race_black","a.35-64"
"1354","m.feel_med","m.app_med","o_both","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_both","s.worry_perf","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1355","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_phys","f.worry_personal","a.worry_both","s.worry_both","emp_ft","ed_ugrad","inc_mid","child_no","m_nev","so_gay","race_White","a.18-34"
"1356","m.feel_med","m.app_med","o_both","press_yes","r.lead_no","h.worry_phys","f.worry_providing","a.worry_both","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1357","m.feel_med","m.app_no","o_family","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_no.hs","inc_low","child_yes","m_mar","so_straight","race_White","a.65+"
"1358","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_mid","child_no","m_nev","so_straight","race_White","a.18-34"
"1359","m.feel_med","m.app_low","o_both","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_no","m_mar","so_straight","race_White","a.35-64"
"1360","m.feel_high","m.app_no","o_both","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1361","m.feel_high","m.app_high","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_hs","inc_mid","child_yes","m_div","so_straight","race_black","a.35-64"
"1362","m.feel_high","m.app_med","o_both","press_yes","r.lead_no","h.worry_both","f.worry_both","a.worry_both","s.worry_perf","emp_u.look","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_black","a.35-64"
"1363","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_perf","emp_u.ret","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"1364","m.feel_high","m.app_high","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_providing","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_black","a.35-64"
"1365","m.feel_high","m.app_high","o_both","press_yes","r.lead_no","h.worry_both","f.worry_both","a.worry_both","s.worry_both","emp_ft","ed_assoc","inc_high","child_yes","m_mar","so_straight","race_hisp","a.35-64"
"1366","m.feel_low","m.app_low","o_family","press_yes","r.lead_no","h.worry_nr","f.worry_providing","a.worry_nr","s.worry_nr","emp_ft","ed_p.ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1367","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.look","ed_p.ugrad","inc_mid","child_no","m_mar","so_straight","race_White","a.35-64"
"1368","m.feel_high","m.app_high","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_personal","a.worry_style","s.worry_both","emp_ft","ed_p.ugrad","inc_mid","child_no","m_nev","so_straight","race_hisp","a.35-64"
"1369","m.feel_low","m.app_low","o_society","press_yes","r.lead_no","h.worry_both","f.worry_both","a.worry_phys","s.worry_gen","emp_ft","ed_ugrad","inc_mid","child_yes","m_div","so_bi","race_White","a.35-64"
"1370","m.feel_med","m.app_med","o_society","press_yes","r.lead_no","h.worry_phys","f.worry_both","a.worry_both","s.worry_perf","emp_u.ret","ed_assoc","inc_low","child_yes","m_div","so_straight","race_White","a.35-64"
"1371","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.ret","ed_ugrad","inc_mid","child_no","m_nev","so_straight","race_White","a.65+"
"1372","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_style","s.worry_nr","emp_u.look","ed_p.ugrad","inc_low","child_yes","m_mar","so_straight","race_White","a.35-64"
"1373","m.feel_med","m.app_low","o_family","press_no","r.lead_no","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_both","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1374","m.feel_med","m.app_low","o_family","press_no","r.lead_no","h.worry_phys","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_low","child_no","m_div","so_straight","race_White","a.35-64"
"1375","m.feel_med","m.app_med","o_both","press_yes","r.lead_no","h.worry_ment","f.worry_personal","a.worry_both","s.worry_perf","emp_ft","ed_pgrad","inc_high","child_no","m_nev","so_gay","race_black","a.35-64"
"1376","m.feel_high","m.app_low","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_personal","a.worry_both","s.worry_gen","emp_u.stud","ed_p.ugrad","inc_low","child_no","m_nev","so_bi","race_White","a.18-34"
"1377","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_ment","f.worry_both","a.worry_both","s.worry_gen","emp_u.nolook","ed_p.ugrad","inc_low","child_yes","m_div","so_straight","race_White","a.35-64"
"1378","m.feel_no","m.app_no","o_family","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_nr","child_no","m_mar","so_straight","race_White","a.18-34"
"1379","m.feel_high","m.app_low","o_family","press_yes","r.lead_no","h.worry_phys","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_mid","child_no","m_mar","so_straight","race_White","a.35-64"
"1380","m.feel_med","m.app_high","o_family","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"1381","m.feel_high","m.app_med","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_perf","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1382","m.feel_med","m.app_med","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_low","child_yes","m_mar","so_straight","race_White","a.65+"
"1383","m.feel_med","m.app_med","o_both","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_low","child_no","m_nev","so_straight","race_White","a.35-64"
"1384","m.feel_high","m.app_low","o_both","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1385","m.feel_med","m.app_low","o_society","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_p.ugrad","inc_nr","child_yes","m_mar","so_straight","race_other","a.35-64"
"1386","m.feel_high","m.app_med","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_phys","s.worry_both","emp_ft","ed_p.ugrad","inc_low","child_no","m_nev","so_straight","race_White","a.18-34"
"1387","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_both","s.worry_perf","emp_pt","ed_p.ugrad","inc_low","child_no","m_nev","so_straight","race_black","a.35-64"
"1388","m.feel_high","m.app_high","o_both","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.nolook","ed_hs","inc_nr","child_no","m_nev","so_other","race_asian","a.18-34"
"1389","m.feel_low","m.app_med","o_society","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_phys","s.worry_both","emp_u.ret","ed_ugrad","inc_low","child_no","m_nev","so_straight","race_White","a.35-64"
"1390","m.feel_low","m.app_low","o_family","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_p.ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1391","m.feel_med","m.app_low","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_hs","inc_nr","child_yes","m_mar","so_straight","race_White","a.35-64"
"1392","m.feel_high","m.app_no","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_mid","child_no","m_mar","so_straight","race_White","a.35-64"
"1393","m.feel_low","m.app_med","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_pt","ed_ugrad","inc_low","child_no","m_mar","so_straight","race_White","a.18-34"
"1394","m.feel_high","m.app_low","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_no","m_mar","so_straight","race_White","a.18-34"
"1395","m.feel_med","m.app_no","o_society","press_yes","r.lead_yes","h.worry_ment","f.worry_personal","a.worry_nr","s.worry_nr","emp_u.stud","ed_ugrad","inc_nr","child_no","m_nev","so_straight","race_White","a.18-34"
"1396","m.feel_high","m.app_low","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_nr","child_yes","m_mar","so_straight","race_White","a.35-64"
"1397","m.feel_high","m.app_med","o_both","press_no","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_nr","child_no","m_nev","so_straight","race_White","a.35-64"
"1398","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_both","s.worry_both","emp_ft","ed_pgrad","inc_low","child_no","m_nev","so_straight","race_White","a.18-34"
"1399","m.feel_high","m.app_high","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_pgrad","inc_mid","child_yes","m_div","so_straight","race_White","a.35-64"
"1400","m.feel_low","m.app_low","o_society","press_yes","r.lead_yes","h.worry_phys","f.worry_both","a.worry_both","s.worry_nr","emp_pt","ed_assoc","inc_low","child_no","m_nev","so_straight","race_White","a.35-64"
"1401","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_ment","f.worry_personal","a.worry_nr","s.worry_nr","emp_pt","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"1402","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_perf","emp_ft","ed_p.ugrad","inc_high","child_yes","m_mar","so_straight","race_other","a.35-64"
"1403","m.feel_high","m.app_high","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1404","m.feel_high","m.app_low","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_perf","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"1405","m.feel_high","m.app_med","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"1406","m.feel_med","m.app_med","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_both","s.worry_nr","emp_ft","ed_p.ugrad","inc_mid","child_no","m_nev","so_straight","race_White","a.35-64"
"1407","m.feel_med","m.app_med","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_perf","emp_ft","ed_hs","inc_low","child_yes","m_div","so_straight","race_hisp","a.35-64"
"1408","m.feel_high","m.app_high","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_low","child_yes","m_div","so_straight","race_White","a.35-64"
"1409","m.feel_high","m.app_med","o_both","press_yes","r.lead_no","h.worry_ment","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_no","m_mar","so_gay","race_White","a.18-34"
"1410","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_both","s.worry_nr","emp_ft","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"1411","m.feel_med","m.app_med","o_family","press_yes","r.lead_no","h.worry_both","f.worry_both","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1412","m.feel_med","m.app_low","o_society","press_yes","r.lead_no","h.worry_nr","f.worry_both","a.worry_phys","s.worry_perf","emp_ft","ed_pgrad","inc_high","child_yes","m_div","so_straight","race_White","a.35-64"
"1413","m.feel_no","m.app_no","o_none","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_ft","ed_p.ugrad","inc_mid","child_no","m_nev","so_straight","race_hisp","a.65+"
"1414","m.feel_med","m.app_low","o_society","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_p.ugrad","inc_low","child_no","m_nev","so_straight","race_black","a.35-64"
"1415","m.feel_med","m.app_high","o_family","press_yes","r.lead_yes","h.worry_ment","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_pgrad","inc_low","child_no","m_nev","so_straight","race_White","a.35-64"
"1416","m.feel_high","m.app_low","o_family","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_high","child_no","m_nev","so_straight","race_White","a.35-64"
"1417","m.feel_med","m.app_no","o_both","press_yes","r.lead_yes","h.worry_both","f.worry_both","a.worry_both","s.worry_both","emp_ft","ed_ugrad","inc_nr","child_no","m_nev","so_straight","race_White","a.18-34"
"1418","m.feel_high","m.app_high","o_society","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_style","s.worry_nr","emp_u.look","ed_hs","inc_low","child_no","m_nev","so_gay","race_black","a.18-34"
"1419","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_no.hs","inc_low","child_yes","m_mar","so_straight","race_White","a.35-64"
"1420","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_perf","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1421","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_low","child_yes","m_div","so_straight","race_White","a.35-64"
"1422","m.feel_med","m.app_med","o_family","press_no","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_ugrad","inc_low","child_yes","m_mar","so_straight","race_White","a.35-64"
"1423","m.feel_low","m.app_med","o_both","press_yes","r.lead_no","h.worry_both","f.worry_both","a.worry_both","s.worry_perf","emp_u.look","ed_hs","inc_low","child_no","m_nev","so_gay","race_White","a.18-34"
"1424","m.feel_high","m.app_low","o_both","press_no","r.lead_no","h.worry_nr","f.worry_personal","a.worry_nr","s.worry_nr","emp_ft","ed_p.ugrad","inc_high","child_no","m_mar","so_straight","race_White","a.35-64"
"1425","m.feel_high","m.app_low","o_both","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"1426","m.feel_med","m.app_no","o_society","press_no","r.lead_no","h.worry_phys","f.worry_personal","a.worry_nr","s.worry_nr","emp_ft","ed_pgrad","inc_mid","child_no","m_nev","so_gay","race_White","a.35-64"
"1427","m.feel_low","m.app_no","o_family","press_yes","r.lead_no","h.worry_both","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_ugrad","inc_high","child_no","m_mar","so_straight","race_asian","a.18-34"
"1428","m.feel_med","m.app_med","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.nolook","ed_hs","inc_low","child_no","m_nev","so_straight","race_White","a.35-64"
"1429","m.feel_high","m.app_low","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_both","a.worry_phys","s.worry_nr","emp_pt","ed_ugrad","inc_nr","child_yes","m_div","so_straight","race_White","a.35-64"
"1430","m.feel_low","m.app_low","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_hs","inc_mid","child_no","m_mar","so_straight","race_White","a.65+"
"1431","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_phys","s.worry_both","emp_ft","ed_p.ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"1432","m.feel_med","m.app_med","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_perf","emp_pt","ed_ugrad","inc_mid","child_yes","m_nev","so_gay","race_White","a.35-64"
"1433","m.feel_med","m.app_low","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1434","m.feel_high","m.app_low","o_family","press_yes","r.lead_no","h.worry_nr","f.worry_both","a.worry_nr","s.worry_nr","emp_ft","ed_assoc","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"1435","m.feel_med","m.app_no","o_society","press_no","r.lead_no","h.worry_both","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.nolook","ed_p.ugrad","inc_high","child_no","m_mar","so_gay","race_White","a.35-64"
"1436","m.feel_med","m.app_med","o_both","press_yes","r.lead_no","h.worry_both","f.worry_both","a.worry_nr","s.worry_nr","emp_u.look","ed_p.ugrad","inc_nr","child_yes","m_div","so_straight","race_White","a.35-64"
"1437","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_mid","child_yes","m_div","so_straight","race_White","a.35-64"
"1438","m.feel_low","m.app_low","o_society","press_no","r.lead_no","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_ugrad","inc_mid","child_yes","m_mar","so_straight","race_White","a.35-64"
"1439","m.feel_no","m.app_no","o_family","press_yes","r.lead_no","h.worry_nr","f.worry_personal","a.worry_nr","s.worry_nr","emp_ft","ed_assoc","inc_mid","child_yes","m_mar","so_straight","race_White","a.65+"
"1440","m.feel_high","m.app_high","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_assoc","inc_low","child_yes","m_mar","so_straight","race_White","a.65+"
"1441","m.feel_low","m.app_low","o_society","press_yes","r.lead_yes","h.worry_nr","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.nolook","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"1442","m.feel_med","m.app_high","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.ret","ed_pgrad","inc_high","child_yes","m_mar","so_straight","race_White","a.65+"
"1443","m.feel_med","m.app_med","o_family","press_no","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_perf","emp_ft","ed_ugrad","inc_high","child_yes","m_mar","so_straight","race_White","a.35-64"
"1444","m.feel_high","m.app_high","o_family","press_no","r.lead_no","h.worry_phys","f.worry_both","a.worry_phys","s.worry_perf","emp_ft","ed_assoc","inc_low","child_yes","m_mar","so_straight","race_black","a.35-64"
"1445","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_ment","f.worry_both","a.worry_both","s.worry_nr","emp_pt","ed_ugrad","inc_low","child_no","m_nev","so_straight","race_White","a.18-34"
"1446","m.feel_med","m.app_low","o_family","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_ft","ed_pgrad","inc_mid","child_no","m_div","so_straight","race_White","a.35-64"
"1447","m.feel_high","m.app_med","o_both","press_yes","r.lead_no","h.worry_ment","f.worry_nr","a.worry_both","s.worry_nr","emp_ft","ed_ugrad","inc_low","child_no","m_nev","so_straight","race_hisp","a.18-34"
"1448","m.feel_med","m.app_med","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_nr","a.worry_phys","s.worry_nr","emp_u.nolook","ed_ugrad","inc_high","child_yes","m_div","so_straight","race_White","a.65+"
"1449","m.feel_high","m.app_high","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_both","s.worry_perf","emp_ft","ed_ugrad","inc_mid","child_yes","m_div","so_straight","race_White","a.35-64"
"1450","m.feel_med","m.app_high","o_both","press_no","r.lead_yes","h.worry_phys","f.worry_personal","a.worry_both","s.worry_both","emp_ft","ed_hs","inc_low","child_no","m_nev","so_straight","race_White","a.35-64"
"1451","m.feel_high","m.app_high","o_both","press_yes","r.lead_yes","h.worry_phys","f.worry_providing","a.worry_style","s.worry_nr","emp_ft","ed_pgrad","inc_high","child_no","m_mar","so_straight","race_White","a.35-64"
"1452","m.feel_high","m.app_low","o_both","press_yes","r.lead_yes","h.worry_nr","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.ret","ed_p.ugrad","inc_nr","child_yes","m_div","so_straight","race_White","a.65+"
"1453","m.feel_med","m.app_low","o_both","press_no","r.lead_no","h.worry_both","f.worry_personal","a.worry_phys","s.worry_nr","emp_u.look","ed_hs","inc_nr","child_yes","m_div","so_straight","race_White","a.35-64"
"1454","m.feel_med","m.app_med","o_both","press_yes","r.lead_no","h.worry_nr","f.worry_nr","a.worry_nr","s.worry_nr","emp_u.nolook","ed_pgrad","inc_nr","child_yes","m_wid","so_bi","race_White","a.65+"
